Country Name,Country Code,Indicator Name,Indicator Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.072146977,0.065114798,0.058606527,0.054167558,0.041647373,0.03792461,0.030232274,0.016185612,0.025222764,0.030534565,0.040857766,0.052219589,0.075568812,0.145284418,0.235439186,0.290025232,NA,NA,NA
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.621385121,0.603658798,0.463422424,0.527093427,0.899635648,0.91426794,0.980891846,1.149450177,1.325577849,1.295229117,1.330897054,1.215577689,1.280927869,1.308062959,1.23118319,1.359638594,NA,NA,NA
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.230136294,3.235587368,2.906365551,3.474320431,2.945320314,2.772147555,2.621860338,2.789232068,2.803740228,2.674522946,3.154443155,3.012793702,3.200797999,3.20834736,3.424272074,3.331511849,NA,NA,NA
American Samoa,ASM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,ADO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.374494942,6.618103743,7.152051802,7.58701547,8.011048,8.018180706,7.711485294,7.422144363,7.077746784,7.142904123,7.088127747,6.673217143,6.631021503,6.740724531,6.573271971,6.636720705,NA,NA,NA
Angola,AGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.909710423,0.842542029,0.577081314,0.556293635,0.677726241,0.685212349,0.676539905,0.850821552,0.587820499,1.176297818,1.157880358,1.300402531,1.419985486,1.452228381,1.470740834,1.555965628,NA,NA,NA
Antigua and Barbuda,ATG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.721298044,4.593864332,4.670561524,4.49690052,4.581278521,4.439238615,4.364812845,4.536211421,4.804484327,4.980995619,4.974311149,5.096289552,5.257378817,5.370596023,5.778818076,5.88515814,NA,NA,NA
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.518125971,3.664289062,3.773465207,3.812693347,3.984389596,3.822902416,3.55835158,3.275956616,3.506066026,4.076616381,4.164577003,4.468897615,4.587088109,4.790214372,4.488322189,4.47096499,NA,NA,NA
Armenia,ARM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.083089242,0.821584566,1.044825239,1.094342744,0.988511937,1.126529454,1.157636701,0.998886775,1.129317807,1.204698359,1.446163526,1.459272353,1.694981274,1.865836235,1.466476807,1.424235767,NA,NA,NA
Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,22.18661455,21.77412104,21.67232319,19.11734039,18.91098153,24.57904642,24.0798114,23.74024949,23.24594135,22.87650645,22.72835421,22.54824953,23.29484583,22.5786233,22.63446331,22.84723958,NA,NA,NA
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,17.0116172,17.98153733,18.01715505,18.54058404,17.19979166,17.20903399,16.73412301,17.35253794,17.4149047,17.32749232,17.78319155,17.93486668,17.94999458,18.12699458,18.14120066,16.9080221,NA,NA,NA
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.766497095,7.918657417,8.019680371,8.219593122,7.982467427,7.950479344,8.171339567,8.312273871,8.904462555,8.794195424,9.022843693,8.655010176,8.329484502,8.18869437,7.442910484,7.973648029,NA,NA,NA
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.356500976,4.05953858,3.803022741,4.00297561,3.579835395,3.666271029,3.547105484,3.623944346,3.718169927,3.863229639,4.091801927,4.616299863,4.82748523,5.215078737,4.764470463,5.050748857,NA,NA,NA
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.010187467,5.881615776,4.755613659,5.7928092,5.710903688,5.603474622,5.179703305,5.102301004,4.809957418,5.345812655,4.858311455,4.534282616,4.524129584,3.000215307,4.634282297,6.835610738,NA,NA,NA
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,28.4198517,26.94756054,28.99102946,29.80335267,28.11557575,27.89874282,19.93171511,21.43010016,21.33064744,21.34042449,21.8385486,20.50309532,21.69610201,21.77453545,20.28401672,19.33835286,NA,NA,NA
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.190340811,0.196320875,0.200599318,0.188644999,0.194174893,0.210519056,0.240902076,0.246025688,0.243437439,0.28144773,0.262365597,0.332278182,0.330927964,0.313815174,0.350013411,0.371563901,NA,NA,NA
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.149134573,3.223931728,3.40915172,4.297535516,4.545526256,4.446678394,4.551357456,4.557831585,4.684549039,4.755426976,4.946203503,4.988516785,5.163162333,5.89078427,5.822387332,5.361952382,NA,NA,NA
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.093680596,5.920977854,5.883075714,5.72028692,5.562438864,5.34418061,5.297721696,5.310737861,5.483469429,5.964810791,6.112425644,6.437868284,6.305628975,6.592748741,6.341938992,6.556549631,NA,NA,NA
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.14518195,11.77800034,11.42249676,11.6813428,11.32793376,11.28725941,11.15688699,10.40678849,11.06729954,10.67853239,10.35679279,10.12844173,9.71371759,9.699598963,9.65073918,9.999147361,NA,NA,NA
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.824977532,1.450396704,1.779086798,1.64546856,2.593754852,2.889507347,2.901320565,1.427380981,1.447802559,1.438907335,1.456443071,1.458992419,1.486296105,1.386630284,1.376574667,1.366532186,NA,NA,NA
Benin,BEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.221772443,0.204833203,0.191382863,0.185408737,0.231754927,0.23270425,0.242254991,0.276950897,0.302805582,0.317046533,0.293096052,0.459044295,0.516728587,0.500604962,0.514685714,0.545627257,NA,NA,NA
Bermuda,BMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.794814716,7.928121206,7.879894871,7.581543409,8.077751489,8.006161758,7.920213106,8.335150687,8.0491591,10.52809853,6.916279577,8.070207523,7.968299223,5.955019687,7.095328783,7.320035624,NA,NA,NA
Bhutan,BTN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.489792872,0.593766217,0.759932917,0.721394619,0.701851443,0.708253743,0.669151368,0.698528711,0.612769982,0.485930591,0.608895524,0.589525037,0.577552567,0.6092603,0.55170877,0.664924073,NA,NA,NA
Bolivia,BOL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.234282016,1.118848032,1.233590536,1.266993971,1.239016881,1.20344554,1.13321239,1.081852805,1.566960714,1.42407612,1.317495499,1.566607459,1.31840552,1.400560784,1.441714967,1.521808822,NA,NA,NA
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.973771342,1.735882889,4.130562574,5.166886809,4.821239796,6.056574441,5.33599675,5.880252844,5.964860686,6.333502799,6.602782907,7.011019941,7.2076202,8.027852215,7.938378791,8.093102083,NA,NA,NA
Botswana,BWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.225507798,1.936442505,1.938210962,2.264586195,2.055736369,2.435788364,2.430479957,2.479160033,2.327139772,2.360654518,2.459256692,2.450541261,2.454639677,2.575237664,2.252753604,2.657137083,NA,NA,NA
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.595813094,1.732335845,1.800488226,1.842713927,1.861402685,1.879510648,1.906747447,1.852165065,1.769553491,1.835908496,1.865823683,1.847979036,1.911676126,2.021610272,1.89749147,2.150268044,NA,NA,NA
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,18.69529462,18.49797859,18.75482407,18.86595169,14.17073599,19.67221316,18.27476896,15.36001582,15.14916485,14.85919783,13.93762081,12.8693451,26.67765573,27.27448024,23.05821501,22.86788543,NA,NA,NA
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.900326395,6.763241038,6.209849583,5.934325293,5.356718076,5.328034342,5.792010306,5.672606662,6.046861677,6.012888437,6.18991912,6.357101164,6.894746888,6.662598094,5.643263248,5.930052325,NA,NA,NA
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.062147146,0.06823107,0.075643822,0.078570194,0.082558304,0.089716835,0.083493832,0.081711564,0.085163968,0.084681997,0.083875351,0.098425098,0.115663809,0.115815962,0.110289608,0.108309024,NA,NA,NA
Burundi,BDI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.053736093,0.052431638,0.049510697,0.046636057,0.044820132,0.045052609,0.031633441,0.031262935,0.022715759,0.026364537,0.019820622,0.023253362,0.022895876,0.028913254,0.020128744,0.03336253,NA,NA,NA
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.284564568,0.340874288,0.342495246,0.36159293,0.396963848,0.422707978,0.463650036,0.535106939,0.54187592,0.557510183,0.612889141,0.639141802,0.644380035,0.635566624,0.641725377,0.729487839,NA,NA,NA
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.14403496,0.145812255,0.135147918,0.166948102,0.158508777,0.161706116,0.18051894,0.173693889,0.183996838,0.186007849,0.207833998,0.221290598,0.253406345,0.285142059,0.286479818,0.291012884,NA,NA,NA
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.313270864,0.321443137,0.218632529,0.212380482,0.198552849,0.215493084,0.209248864,0.203648852,0.220361375,0.223858668,0.203792602,0.205693153,0.305492511,0.282954664,0.33197166,0.350798617,NA,NA,NA
Canada,CAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.6636391,15.76857333,16.11466202,17.09934736,16.89930178,17.37045161,16.91306255,16.55388237,17.46386176,17.26361022,17.42608062,16.89072016,17.0313979,16.35693621,15.23819727,14.62607313,NA,NA,NA
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.57805001,11.59093484,11.43490842,11.27052091,10.59294147,10.9081924,10.49721818,10.4907246,10.43571863,10.54381699,10.55837772,10.33556551,11.8975171,11.92024493,10.81013358,10.63587887,NA,NA,NA
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.071645254,0.070049867,0.071739607,0.071282453,0.073966185,0.073575522,0.066329918,0.065217103,0.061282064,0.054624582,0.053696423,0.056385974,0.057144847,0.056076955,0.055010411,0.060696275,NA,NA,NA
Chad,TCD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.014709289,0.014736456,0.01523137,0.014716772,0.015120896,0.021203807,0.019991957,0.018826192,0.040957837,0.039079158,0.039912774,0.039301342,0.043204244,0.046208883,0.039019815,0.040046478,NA,NA,NA
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
