Country Name,Country Code,Indicator Name,Indicator Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Afghanistan,AFG,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,-20.56766971,-33.94163526,-34.35052521,-28.50367981,-24.25858576,-20.66149425,-18.20989889,-9.599098906,-17.05134087,-21.52853542,-16.81986408,NA
Albania,ALB,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,-1.036673494,-2.212204818,-9.473188593,-7.316255238,4.312297755,6.381587794,9.355839988,-1.810267871,-1.819160208,2.066684169,-0.456616849,0.985834906,3.569581786,5.517253504,3.808897173,4.342473668,2.74882206,6.915152532,NA
Algeria,DZA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,28.10710135,31.49416367,32.01567829,27.21074071,31.61942119,44.84539766,41.51350481,40.52827056,44.71354769,47.66857002,54.78820083,57.06182333,56.66768069,56.6106044,46.29543326,48.45272684,47.90975018,47.00812777,NA
American Samoa,ASM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,ADO,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,NA,48.15647461,24.86998042,19.23964706,22.49877534,39.55516456,13.89339467,23.16212523,18.90051505,25.2699905,41.168681,56.23207486,46.39370859,43.09781769,14.89632964,32.1313511,33.08048857,29.61361728,NA
Antigua and Barbuda,ATG,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,23.67533242,12.42385009,33.22112996,39.17209322,36.43806818,28.49061962,17.97080941,19.0220252,18.16892355,18.9590932,15.57012512,17.26256893,11.86374558,15.5704615,27.76935593,22.59407159,21.39639092,26.31938169,NA
Argentina,ARG,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,17.52730042,17.43286555,17.15561072,17.4160578,16.28562762,15.54298633,15.48502168,26.97317487,26.35468111,26.50373567,27.33514902,28.88123602,28.49037126,27.11076144,26.26944583,25.30851672,24.86696866,24.08991425,NA
Armenia,ARM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,-19.83452366,-12.74332708,-18.93564161,-14.70014648,-10.69158526,-8.52442889,-0.92245208,4.436774723,6.375574149,9.310806274,16.04583641,20.01491008,17.81739617,15.26248774,7.139780962,8.38213611,3.683486072,-0.429296772,NA
Aruba,ABW,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,28.13028765,31.53846154,30.74398249,27.95068769,23.03060176,29.19325596,25.65553477,22.44859781,21.46025709,25.29797273,24.18789694,22.72542704,21.86152578,24.02428361,17.80268226,14.80760393,12.31877636,NA,NA
Australia,AUS,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,23.83620811,24.08054685,24.67507748,24.27060679,23.63996745,24.01744875,23.31857441,24.21716026,23.59717995,24.25491484,24.82556816,26.18329741,26.66246765,26.80516255,28.20640144,26.81335839,28.40123952,28.21123621,NA
Austria,AUT,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,24.40725228,23.37275563,24.53799193,25.44456438,26.04992387,26.27659574,26.12249668,26.90079454,26.61474879,26.54170677,26.69489913,27.38665054,28.86183811,28.55344124,25.50709106,25.4216378,26.00503999,25.893989,NA
Azerbaijan,AZE,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,10.1700159,2.966376714,10.23260278,1.538878389,12.60179786,21.33726492,24.28048208,27.29576667,29.62988804,34.0620531,51.57425268,57.60618194,61.14224972,61.00300968,47.47608949,51.68303309,52.61376291,50.0238911,NA
