24.05.2011,"2.223,6200","2.214,3700","2.219,3300","-,1900","12699531,61"
23.05.2011,"2.242,3700","2.220,3900","2.223,6200","-,8900","9071580,56"
20.05.2011,"2.239,8100","2.233,5700","2.243,4700","-,6000","13903999,45"
19.05.2011,"2.219,0800","2.219,0800","2.256,8600","16,800","21624659,91"
18.05.2011,"2.204,7000","2.204,7000","2.218,9400",",6200","12115951,64"
17.05.2011,"2.211,9600","2.203,2700","2.205,2100","-,3100","12560864,15"
16.05.2011,"2.208,6700","2.207,4800","2.211,9400",",0900","8481509,80"
13.05.2011,"2.209,3400","2.203,1700","2.209,8700",",0300","10735328,05"
12.05.2011,"2.208,0500","2.204,2200","2.209,2900",",0400","7972717,90"
11.05.2011,"2.211,0900","2.203,8800","2.208,3300","-,1100","11698949,60"
10.05.2011,"2.208,4600","2.206,7900","2.210,7900",",0900","14126968,41"
09.05.2011,"2.206,7000","2.199,3800","2.208,8100",",0800","10852866,85"
06.05.2011,"2.200,1900","2.196,0700","2.206,9500",",3200","7430806,74"
05.05.2011,"2.196,8700","2.196,0400","2.199,8600",",1200","9995922,64"
04.05.2011,"2.198,8100","2.197,2200","2.197,2200","-,0700","9102578,81"
03.05.2011,"2.196,7600","2.196,3200","2.198,7000",",0800","10244166,82"
02.05.2011,"2.233,7700","2.194,6400","2.196,9100","-16,900","20725012,72"
29.04.2011,"2.229,7200","2.229,7200","2.233,9700",",1900","26022587,35"
28.04.2011,"2.239,3900","2.228,9200","2.229,8100","-,3600","32969273,57"
27.04.2011,"2.231,7800","2.220,4000","2.237,8200",",3000","27599787,72"
26.04.2011,"2.225,0100","2.221,4800","2.231,1800",",3100","24431002,25"
22.04.2011,"2.210,9300","2.210,9300","2.224,2800","13,300","12775071,53"
21.04.2011,"2.190,3200","2.185,8600","2.194,6400",",2000","21064324,74"
20.04.2011,"2.181,4000","2.181,1500","2.190,1700",",4000","11209921,89"
19.04.2011,"2.183,1100","2.178,7400","2.181,4100","-,0500","17004666,77"
18.04.2011,"2.197,4800","2.180,5200","2.182,6000","-,6800","9517054,31"
15.04.2011,"2.203,8500","2.189,4700","2.197,4900","-,2900","16692377,13"
14.04.2011,"2.211,9700","2.200,0200","2.203,8600","-,3700","6960772,11"
13.04.2011,"2.201,0300","2.201,0300","2.211,9700",",4700","8031593,85"
12.04.2011,"2.204,7500","2.193,3800","2.201,5400","-,1500","9664731,67"
11.04.2011,"2.245,6900","2.202,3300","2.204,8000","-18,400","12257520,52"
08.04.2011,"2.247,8300","2.243,6800","2.245,4700","-,0800","5517231,66"
07.04.2011,"2.256,0500","2.244,4000","2.247,2500","-,3700","5908712,75"
06.04.2011,"2.246,0700","2.246,0700","2.255,6400",",3700","13373119,28"
05.04.2011,"2.251,8100","2.243,0500","2.247,2400","-,2000","12135777,12"
04.04.2011,"2.269,2800","2.248,8200","2.251,8100","-,7600","14414972,11"
01.04.2011,"2.289,8800","2.267,3800","2.268,9900","-,9500","8489168,38"
31.03.2011,"2.292,8100","2.286,1300","2.290,4500","-,1100","7642723,72"
30.03.2011,"2.278,9100","2.278,0800","2.292,9700",",6300","10372812,73"
29.03.2011,"2.281,5800","2.275,8000","2.278,5800","-,1000","8475698,65"
28.03.2011,"2.301,7100","2.279,0400","2.280,7600","-,9300","6807554,48"
25.03.2011,"2.294,6500","2.284,7600","2.302,0500",",3200","22168669,31"
24.03.2011,"2.274,8300","2.273,6300","2.294,6700",",9000","18596143,42"
23.03.2011,"2.282,6700","2.273,5500","2.273,9200","-,3800","20413192,24"
22.03.2011,"2.271,5600","2.269,1700","2.282,4800",",5300","15962769,45"
21.03.2011,"2.260,7200","2.256,3300","2.270,3600",",4200","17317534,36"
18.03.2011,"2.259,0300","2.256,0800","2.260,7200",",0800","17880009,11"
17.03.2011,"2.245,8200","2.243,9000","2.259,0000",",5800","13028708,52"
16.03.2011,"2.233,6600","2.226,4300","2.245,8300",",4300","35848986,89"
15.03.2011,"2.259,7300","2.226,6100","2.236,0800","-11,000","22960596,28"
14.03.2011,"2.250,3400","2.240,6200","2.260,7500",",3700","15175106,84"
11.03.2011,"2.270,3900","2.249,6700","2.252,4500","-,7900","9807437,27"
10.03.2011,"2.258,2600","2.258,0300","2.270,3400",",5400","13123510,29"
09.03.2011,"2.228,4600","2.228,4600","2.258,1500","13,700","14910695,08"
08.03.2011,"2.229,0000","2.227,1900","2.227,2800","-,0600","6169667,18"
07.03.2011,"2.241,4300","2.226,5200","2.228,7100","-,5700","5771133,70"
04.03.2011,"2.226,1000","2.226,1000","2.241,3900",",7000","12878210,70"
03.03.2011,"2.213,4200","2.201,3000","2.225,8100",",6500","17544603,83"
02.03.2011,"2.236,6600","2.208,8500","2.211,2500","-11,500","12360620,21"
01.03.2011,"2.241,0500","2.235,0100","2.236,6600","-,2000","22832080,66"
28.02.2011,"2.250,5100","2.241,0400","2.241,0400","-,4200","9399570,07"
25.02.2011,"2.241,9100","2.241,9100","2.250,3800",",3800","12248527,55"
24.02.2011,"2.247,7500","2.241,9100","2.241,9100","-,3100","16180059,78"
23.02.2011,"2.245,0600","2.241,1000","2.248,7500",",1200","19795677,04"
22.02.2011,"2.264,8800","2.242,1800","2.246,0700","-,8500","27197497,19"
21.02.2011,"2.255,7900","2.255,0600","2.265,2200",",3800","32897631,65"
18.02.2011,"2.262,1500","2.254,5800","2.256,5900","-,2400","14382871,83"
17.02.2011,"2.272,0700","2.257,1700","2.261,9700","-,4600","17803224,70"
16.02.2011,"2.285,5600","2.260,1700","2.272,3400","-,7500","40107485,02"
15.02.2011,"2.312,4900","2.284,6000","2.289,4000","-,9700","31793138,82"
14.02.2011,"2.334,9600","2.300,5000","2.311,5000","-,9600","40957498,19"
11.02.2011,"2.330,1100","2.323,7500","2.333,7600",",1500","27903392,56"
10.02.2011,"2.330,0100","2.323,9200","2.330,1900",",0000","38853961,16"
09.02.2011,"2.310,1300","2.308,0400","2.330,1100",",8900","34461759,91"
08.02.2011,"2.310,8900","2.307,2000","2.309,2900","-,0800","20490203,09"
07.02.2011,"2.305,6800","2.298,2500","2.311,0700",",2600","22581722,34"
04.02.2011,"2.312,2700","2.298,3700","2.305,0000","-,3200","37690493,03"
03.02.2011,"2.314,0200","2.304,7800","2.312,3500",",1100","17503777,54"
02.02.2011,"2.311,1100","2.307,3400","2.309,7600","-,0600","24344562,26"
01.02.2011,"2.294,9400","2.288,0100","2.311,1100",",8000","21820316,02"
31.01.2011,"2.301,7500","2.280,9100","2.292,5800","-,4500","31841647,66"
28.01.2011,"2.326,1700","2.295,0100","2.302,9300","-10,800","54118549,70"
27.01.2011,"2.317,4400","2.301,5700","2.327,7700",",4900","25861086,33"
26.01.2011,"2.306,0800","2.305,4300","2.316,3800",",4600","37794905,97"
25.01.2011,"2.306,0600","2.298,4200","2.305,8000","-,0200","31228681,66"
24.01.2011,"2.296,2700","2.283,0100","2.306,1600",",3700","26081052,82"
21.01.2011,"2.278,6400","2.267,1100","2.297,5900",",8500","36819324,26"
20.01.2011,"2.273,0500","2.226,2300","2.278,0500",",2300","39247854,71"
19.01.2011,"2.301,5200","2.271,6500","2.272,7700","-12,500","38935002,98"
18.01.2011,"2.274,8100","2.256,7900","2.301,2200","11,900","57987964,02"
17.01.2011,"2.240,4200","2.185,7700","2.273,7900","14,700","44892502,83"
14.01.2011,"2.259,2600","2.217,5800","2.240,4200","-,8000","161831257,72"
13.01.2011,"2.237,0300","2.233,4400","2.258,3500",",9200","103658615,95"
12.01.2011,"2.232,1000","2.216,8600","2.237,5400",",2200","95364400,54"
11.01.2011,"2.199,3900","2.194,6100","2.232,5400","15,400","81442621,81"
10.01.2011,"2.160,8100","2.159,8800","2.198,2300","17,200","82771206,19"
07.01.2011,"2.150,7000","2.146,0400","2.160,3700",",4500","61982217,77"
05.01.2011,"2.150,7100","2.143,2700","2.150,7000","-,0300","50987693,29"
04.01.2011,"2.132,6900","2.130,3000","2.151,2500",",8600","47611343,01"
03.01.2011,"2.111,2400","2.107,9800","2.132,7800","10,200","33159596,31"
31.12.2010,"2.101,9900","2.101,0000","2.110,9300",",4700","28471730,30"
30.12.2010,"2.090,5100","2.088,6900","2.101,0200",",5500","51288507,92"
29.12.2010,"2.079,9300","2.079,7100","2.089,5000",",4800","45384020,00"
28.12.2010,"2.061,7500","2.061,1100","2.079,5200",",8500","56651270,70"
27.12.2010,"2.077,9300","2.058,0500","2.061,7500","-,7400","34055036,61"
24.12.2010,"2.068,1600","2.066,8200","2.077,0000",",5100","22367099,92"
23.12.2010,"2.045,4200","2.043,8100","2.066,3500","10,400","44413067,34"
22.12.2010,"2.035,2400","2.035,2400","2.044,9300",",4300","56649036,44"
21.12.2010,"2.038,8700","2.035,0900","2.036,2200","-,1400","82887727,02"
20.12.2010,"2.044,4000","2.035,7700","2.039,0800","-,2500","106315218,06"
17.12.2010,"2.038,8300","2.034,6400","2.044,2700",",2800","136307967,73"
16.12.2010,"2.068,9800","2.036,9900","2.038,6100","-14,800","168518237,78"
15.12.2010,"2.062,9200","2.058,1000","2.068,8100",",3000","230466362,83"
14.12.2010,"1.894,4500","1.894,4500","2.062,6300","82,100","225044989,61"
13.12.2010,"1.894,0300","1.885,0500","1.893,3600","-,0200","9931751,86"
10.12.2010,"1.883,3200","1.873,4000","1.893,6700",",5700","21809481,83"
09.12.2010,"1.855,2900","1.855,2900","1.882,8300","14,600","19457640,10"
08.12.2010,"1.826,3400","1.826,3400","1.855,3800","16,100","15782077,42"
07.12.2010,"1.817,8800","1.814,3500","1.825,5300",",4500","16158996,78"
06.12.2010,"1.815,7800","1.810,2800","1.817,3000",",0900","15836473,75"
03.12.2010,"1.784,8900","1.784,8900","1.815,6100","17,100","20249604,99"
02.12.2010,"1.796,5100","1.783,1800","1.784,5300","-,6100","20977234,16"
01.12.2010,"1.787,8600","1.777,4600","1.795,4200",",4600","12023120,67"
30.11.2010,"1.780,1500","1.772,9100","1.787,1500",",4400","11117703,02"
29.11.2010,"1.784,9400","1.776,0200","1.779,2400","-,3200","8272546,73"
26.11.2010,"1.804,2300","1.777,1700","1.784,9100","-10,800","12323871,31"
25.11.2010,"1.809,8700","1.804,1600","1.804,1600","-,3200","13599378,31"
24.11.2010,"1.817,1300","1.808,0100","1.809,8900","-,3400","16300429,06"
23.11.2010,"1.831,3600","1.813,0000","1.816,0500","-,8400","11546000,15"
22.11.2010,"1.842,9300","1.827,6500","1.831,3600","-,6100","15695310,60"
19.11.2010,"1.852,2000","1.837,3100","1.842,4800","-,5400","11581981,13"
18.11.2010,"1.849,3200","1.847,3000","1.852,4500",",2500","11325855,59"
17.11.2010,"1.814,7100","1.814,7100","1.847,8200","18,800","31264159,16"
16.11.2010,"1.843,5800","1.810,0100","1.813,0500","-16,900","14687549,00"
15.11.2010,"1.862,8100","1.839,6700","1.843,7700","-10,200","11717689,76"
12.11.2010,"1.859,5000","1.853,8300","1.862,6200",",1400","18432064,77"
11.11.2010,"1.843,7500","1.843,1400","1.860,0100",",8600","18488886,59"
10.11.2010,"1.863,3500","1.840,4500","1.843,9500","-11,000","10715199,41"
09.11.2010,"1.874,9800","1.853,3400","1.864,1600","-,5900","20867712,76"
08.11.2010,"1.881,3300","1.871,3600","1.875,0800","-,3200","6360261,96"
05.11.2010,"1.878,5800","1.866,2200","1.881,1700",",1000","10571121,63"
04.11.2010,"1.874,8000","1.874,3000","1.879,3400",",2600","13582526,39"
03.11.2010,"1.865,9000","1.865,9000","1.874,4700",",4700","15325072,00"
02.11.2010,"1.869,6200","1.859,1700","1.865,5900","-,2000","11139351,52"
29.10.2010,"1.893,6700","1.869,3600","1.869,3600","-12,700","17195182,06"
28.10.2010,"1.902,1300","1.890,7500","1.893,1100","-,4600","8326568,98"
27.10.2010,"1.895,4900","1.892,6800","1.901,7700",",4300","21539490,31"
26.10.2010,"1.871,2300","1.866,2200","1.893,5900","10,800","19520947,99"
25.10.2010,"1.872,6600","1.862,9600","1.873,0900",",0100","10733126,04"
22.10.2010,"1.879,4800","1.868,9400","1.872,9000","-,3500","10071092,73"
21.10.2010,"1.877,1600","1.876,2800","1.879,3800",",0900","6982582,92"
20.10.2010,"1.889,5200","1.874,2600","1.877,7200","-,6600","6194579,13"
19.10.2010,"1.904,1100","1.887,8800","1.890,0200","-,7500","7649003,23"
18.10.2010,"1.906,6700","1.894,0500","1.904,1100","-,0800","8301057,71"
15.10.2010,"1.891,5500","1.891,5500","1.905,6700",",7400","16244973,08"
14.10.2010,"1.898,1300","1.889,2700","1.891,6000","-,3400","10456842,85"
13.10.2010,"1.889,2400","1.886,0000","1.898,1100",",4700","12239563,12"
12.10.2010,"1.906,5700","1.889,2200","1.889,2200","-,9300","16677929,43"
11.10.2010,"1.903,7300","1.901,2300","1.906,7200",",1800","10478924,21"
07.10.2010,"1.915,7400","1.902,6700","1.903,2900","-,6900","5743915,44"
06.10.2010,"1.906,9600","1.906,1600","1.916,3600",",5100","8396660,77"
05.10.2010,"1.910,0600","1.901,5000","1.906,6700","-,2100","6424151,31"
04.10.2010,"1.921,5900","1.909,6900","1.910,6500","-,5700","7425397,77"
01.10.2010,"1.915,6100","1.910,6400","1.921,5300",",3100","8980973,56"
30.09.2010,"1.923,1800","1.903,6300","1.915,5800","-,4300","12427790,01"
29.09.2010,"1.922,5700","1.915,4400","1.923,7900",",0800","13327585,23"
28.09.2010,"1.914,5600","1.904,6700","1.922,2500",",4100","47832065,92"
27.09.2010,"1.905,6500","1.904,8700","1.914,4200",",4800","11638927,07"
24.09.2010,"1.898,3800","1.895,2600","1.905,2900",",4100","7492854,97"
23.09.2010,"1.898,3300","1.894,5300","1.897,5300","-,0400","6535186,83"
22.09.2010,"1.907,2200","1.894,8600","1.898,3200","-,4900","8660547,29"
21.09.2010,"1.900,6400","1.897,7700","1.907,7100",",3300","8925223,29"
20.09.2010,"1.896,1700","1.896,1700","1.901,4400",",2800","8258442,30"
17.09.2010,"1.909,2700","1.896,1300","1.896,1300","-,7600","13698265,95"
16.09.2010,"1.908,3600","1.899,6200","1.910,4600",",1000","5479747,92"
15.09.2010,"1.909,5600","1.904,9000","1.908,5100","-,0300","9135557,35"
14.09.2010,"1.917,5800","1.905,4400","1.908,9900","-,4600","9650386,02"
13.09.2010,"1.905,3400","1.905,3400","1.917,7200",",6100","12049503,10"
10.09.2010,"1.899,5000","1.896,4600","1.905,9700",",3100","9761312,12"
09.09.2010,"1.888,3500","1.885,9400","1.900,1000",",6200","15286443,08"
08.09.2010,"1.869,2800","1.869,2500","1.888,3300","10,100","8716043,12"
07.09.2010,"1.876,3800","1.869,2200","1.869,2200","-,3800","7161141,38"
06.09.2010,"1.889,0700","1.872,8400","1.876,4000","-,7100","13530487,68"
03.09.2010,"1.876,3400","1.876,3400","1.889,7100",",7500","13785519,34"
02.09.2010,"1.866,4600","1.866,4600","1.875,5200",",6000","10204862,59"
01.09.2010,"1.848,0600","1.846,9900","1.864,3000",",8700","16661728,27"
31.08.2010,"1.852,0900","1.842,5600","1.848,0600","-,2200","5374752,52"
30.08.2010,"1.855,1700","1.846,2400","1.852,0900","-,1600","6084886,86"
27.08.2010,"1.847,7800","1.840,9800","1.855,1100",",3600","9803897,63"
26.08.2010,"1.843,9300","1.843,9300","1.848,4600",",2900","15644508,73"
25.08.2010,"1.861,0100","1.841,8300","1.843,1000","-,9700","12579995,81"
24.08.2010,"1.876,6400","1.857,8700","1.860,9400","-,8400","8917500,94"
23.08.2010,"1.872,3400","1.862,1600","1.876,6500",",1800","12320486,26"
